state,FIPS,county,number,percent
MO,29157,Perry County,1520,10.9
MO,29159,Pettis County,3893,12.8
MO,29161,Phelps County,4013,12.1
MO,29163,Pike County,1592,11.3
MO,29165,Platte County,6918,10.2
MO,29167,Polk County,2582,11.6
MO,29169,Pulaski County,3459,9.4
MO,29171,Putnam County,461,12.4
MO,29173,Ralls County,1050,13.5
MO,29175,Randolph County,2191,11.6
MO,29177,Ray County,2140,12.6
MO,29179,Reynolds County,638,12.6
MO,29181,Ripley County,1215,11.6
MO,29195,Saline County,1920,11.1
MO,29197,Schuyler County,380,12
MO,29199,Scotland County,385,11.4
MO,29201,Scott County,3409,11.9
MO,29203,Shannon County,827,13.2
MO,29205,Shelby County,510,11.2
MO,29183,St. Charles County,22323,8.4
MO,29185,St. Clair County,952,12.8
MO,29187,St. Francois County,6052,12.1
MO,29510,St. Louis city,30184,12.4
MO,29189,St. Louis County,76753,10.3
MO,29186,Ste. Genevieve County,1388,10.4
MO,29207,Stoddard County,2749,12.2
MO,29209,Stone County,3165,12.5
MO,29211,Sullivan County,581,11.9
MO,29213,Taney County,4589,11.5
MO,29215,Texas County,2285,11.7
MO,29217,Vernon County,1887,12.6
MO,29219,Warren County,2658,11
MO,29221,Washington County,2785,14.9
MO,29223,Wayne County,1396,13.5
MO,29225,Webster County,2723,10.7
MO,29227,Worth County,199,12.3
MO,29229,Wright County,1765,13.1
MS,28001,Adams County,3566,14.6
MS,28003,Alcorn County,3934,14.3
MS,28005,Amite County,1610,16.4
MS,28007,Attala County,2038,14.9
MS,28009,Benton County,1042,16.2
MS,28011,Bolivar County,3537,14.5
MS,28013,Calhoun County,1617,14.9
MS,28015,Carroll County,1403,17.3
MS,28017,Chickasaw County,1928,15.3
MS,28019,Choctaw County,1022,16.5
MS,28021,Claiborne County,1130,17
MS,28023,Clarke County,1850,15.2
MS,28025,Clay County,2288,15.4
MS,28027,Coahoma County,2949,16.9
MS,28029,Copiah County,3155,15.1
MS,28031,Covington County,2187,15.5
MS,28033,DeSoto County,14686,12.6
MS,28035,Forrest County,5864,10.5
MS,28037,Franklin County,823,14.3
MS,28039,George County,2171,13.3
MS,28041,Greene County,1489,13.4
MS,28043,Grenada County,2374,15
MS,28045,Hancock County,4370,12.9
MS,28047,Harrison County,18800,13.3
MS,28049,Hinds County,22144,12.6
MS,28051,Holmes County,2338,18.3
MS,28053,Humphreys County,1120,17.4
MS,28055,Issaquena County,176,15.8
MS,28057,Itawamba County,2146,12.5
MS,28059,Jackson County,13858,13.6
MS,28061,Jasper County,2051,16.8
MS,28063,Jefferson County,1053,18.4
MS,28065,Jefferson Davis County,1358,14.9
MS,28067,Jones County,7073,14.4
MS,28069,Kemper County,1166,15.3
MS,28071,Lafayette County,3638,9.8
MS,28073,Lamar County,4374,10.6
MS,28075,Lauderdale County,8645,14.8
MS,28077,Lawrence County,1504,16.4
MS,28079,Leake County,2463,15.4
MS,28081,Lee County,7715,12.7
MS,28083,Leflore County,3425,15.6
MS,28085,Lincoln County,3250,12.9
MS,28087,Lowndes County,5841,13.5
MS,28089,Madison County,7298,10.4
MS,28091,Marion County,2574,13.4
MS,28093,Marshall County,4033,14.8
MS,28095,Monroe County,3864,14.3
MS,28097,Montgomery County,1138,14.5
MS,28099,Neshoba County,3029,14.8
MS,28101,Newton County,2333,15.2
MS,28103,Noxubee County,1515,19
MS,28105,Oktibbeha County,3517,9.7
MS,28107,Panola County,3519,14.4
MS,28109,Pearl River County,5800,14.3
MS,28111,Perry County,1176,13.2
MS,28113,Pike County,4498,16
MS,28115,Pontotoc County,2932,13.5
MS,28117,Prentiss County,2852,15.3
MS,28119,Quitman County,905,16.2
MS,28121,Rankin County,12454,11.7
MS,28123,Scott County,2914,14.5
MS,28125,Sharkey County,600,17.3
MS,28127,Simpson County,2780,14.1
MS,28129,Smith County,1675,14
MS,28131,Stone County,1721,13.3
MS,28133,Sunflower County,2944,14.2
MS,28135,Tallahatchie County,1754,15.2
MS,28137,Tate County,3371,16.7
MS,28139,Tippah County,1945,12.2
MS,28141,Tishomingo County,2055,13.9
MS,28143,Tunica County,1182,16.6
MS,28145,Union County,2384,12
MS,28147,Walthall County,1912,17.5
MS,28149,Warren County,4910,14.1
MS,28151,Washington County,5305,15.2
MS,28153,Wayne County,2359,15.9
MS,28155,Webster County,1071,14.4
MS,28157,Wilkinson County,1368,19.1
MS,28159,Winston County,2179,15.5
MS,28161,Yalobusha County,1536,16.6
MS,28163,Yazoo County,2823,13.6
MT,30001,Beaverhead County,562,7.8
MT,30003,Big Horn County,1167,14.1
MT,30005,Blaine County,493,11
MT,30007,Broadwater County,357,8.2
MT,30009,Carbon County,713,8.9
MT,30011,Carter County,83,8.7
MT,30013,Cascade County,5348,8.7
MT,30015,Chouteau County,348,8.2
MT,30017,Custer County,867,9.7
MT,30019,Daniels County,129,9.4
MT,30021,Dawson County,553,7.9
MT,30023,Deer Lodge County,633,8.6
MT,30025,Fallon County,174,7.8
MT,30027,Fergus County,782,8.7
MT,30029,Flathead County,5081,7.4
MT,30031,Gallatin County,2891,4.2
MT,30033,Garfield County,72,7.6
MT,30035,Glacier County,1140,12.7
MT,30037,Golden Valley County,63,9.7
MT,30039,Granite County,229,8.9
MT,30041,Hill County,1120,9.7
MT,30043,Jefferson County,665,7.6
MT,30045,Judith Basin County,141,8.9
MT,30047,Lake County,2241,10.6
MT,30049,Lewis and Clark County,3560,7.3
MT,30051,Liberty County,154,8.5
MT,30053,Lincoln County,1705,11
MT,30057,Madison County,491,7.8
MT,30055,McCone County,115,8.8
MT,30059,Meagher County,132,8.8
MT,30061,Mineral County,329,9.7
MT,30063,Missoula County,3995,4.7
MT,30065,Musselshell County,317,8.8
MT,30067,Park County,872,7.1
MT,30069,Petroleum County,36,9.3
MT,30071,Phillips County,296,9.5
MT,30073,Pondera County,467,10.4
MT,30075,Powder River County,106,7.6
MT,30077,Powell County,498,8.6
MT,30079,Prairie County,95,10.1
MT,30081,Ravalli County,2428,7.8
MT,30083,Richland County,594,7.4
MT,30085,Roosevelt County,916,12.9
MT,30087,Rosebud County,704,11
MT,30089,Sanders County,903,10.1
MT,30091,Sheridan County,296,10.6
MT,30093,Silver Bow County,2198,8.4
MT,30095,Stillwater County,544,7.8
MT,30097,Sweet Grass County,229,8.5
MT,30099,Teton County,414,9.2
MT,30101,Toole County,322,8
MT,30103,Treasure County,53,9.1
MT,30105,Valley County,531,9.4
MT,30107,Wheatland County,126,8.2
MT,30109,Wibaux County,75,9.3
MT,30111,Yellowstone County,9597,8.5
NC,37001,Alamance County,13657,12.1
NC,37003,Alexander County,3174,11.3
NC,37005,Alleghany County,1044,12.1
NC,37007,Anson County,2826,14
NC,37009,Ashe County,2204,10.2
NC,37011,Avery County,1428,10
NC,37013,Beaufort County,5197,14.3
NC,37015,Bertie County,2267,14.1
NC,37017,Bladen County,3918,14.9
NC,37019,Brunswick County,10263,11.4
NC,37021,Buncombe County,17561,9.3
NC,37023,Burke County,8753,12.8
NC,37025,Cabarrus County,12782,9.8
NC,37027,Caldwell County,8692,13.9
NC,37029,Camden County,834,11.4
NC,37031,Carteret County,5801,10.8
NC,37033,Caswell County,2393,13.2
NC,37035,Catawba County,15394,13.4
NC,37037,Chatham County,5717,11.2
NC,37039,Cherokee County,3110,14.5
NC,37041,Chowan County,1578,14.1
NC,37043,Clay County,1054,12.4
NC,37045,Cleveland County,8860,12.2
NC,37047,Columbus County,6435,14.9
NC,37049,Craven County,8282,10.6
NC,37051,Cumberland County,26508,11.6
NC,37053,Currituck County,1946,10.8
NC,37055,Dare County,2813,10.4
NC,37057,Davidson County,14564,12
NC,37059,Davie County,3712,11.9
NC,37061,Duplin County,5464,12.6
NC,37063,Durham County,19766,9.4
NC,37065,Edgecombe County,6543,16
NC,37067,Forsyth County,27268,10.4
NC,37069,Franklin County,6018,13.3
NC,37071,Gaston County,22643,14.7
NC,37073,Gates County,1140,12.7
NC,37075,Graham County,788,11.8
NC,37077,Granville County,5914,13.6
NC,37079,Greene County,2062,12.7
NC,37081,Guilford County,35635,9.7
NC,37083,Halifax County,6108,15
NC,37085,Harnett County,9744,11.5
NC,37087,Haywood County,5676,12.2
NC,37089,Henderson County,9089,10.8
NC,37091,Hertford County,2666,14.4
NC,37093,Hoke County,3975,11.5
NC,37095,Hyde County,578,12.6
NC,37097,Iredell County,11516,9.7
NC,37099,Jackson County,4123,13.4
NC,37101,Johnston County,15301,12.4
NC,37103,Jones County,1232,15.3
NC,37105,Lee County,5777,13.6
NC,37107,Lenoir County,6508,14.9
NC,37109,Lincoln County,6779,11.4
NC,37113,Macon County,2990,11.2
NC,37115,Madison County,1670,10.4
NC,37117,Martin County,2959,16.2
NC,37111,McDowell County,4776,13.9
NC,37119,Mecklenburg County,59154,8.4
NC,37121,Mitchell County,1719,14.1
NC,37123,Montgomery County,2732,13.4
NC,37125,Moore County,8021,11.6
NC,37127,Nash County,8473,12
NC,37129,New Hanover County,13503,8.4
NC,37131,Northampton County,2619,15.8
NC,37133,Onslow County,11485,8.8
NC,37135,Orange County,7667,7.6
NC,37137,Pamlico County,1587,15
NC,37139,Pasquotank County,4319,14.4
NC,37141,Pender County,4985,12.2
NC,37143,Perquimans County,1555,14.8
NC,37145,Person County,3845,13
NC,37147,Pitt County,11407,9
NC,37149,Polk County,2019,12.5
NC,37151,Randolph County,12859,12.2
NC,37153,Richmond County,4115,12.1
NC,37155,Robeson County,15346,16.1
NC,37157,Rockingham County,9362,13.2
NC,37159,Rowan County,12686,12.4
NC,37161,Rutherford County,6605,12.9
NC,37163,Sampson County,6302,13.6
NC,37165,Scotland County,3376,12.8
NC,37167,Stanly County,5318,11.7
NC,37169,Stokes County,4554,12.7
NC,37171,Surry County,7193,13.1
NC,37173,Swain County,1688,16.1
NC,37175,Transylvania County,2859,10.9
NC,37177,Tyrrell County,450,13.6
NC,37179,Union County,13016,9.2
NC,37181,Vance County,4381,13.4
NC,37183,Wake County,57857,8.5
NC,37185,Warren County,2463,15.3
NC,37187,Washington County,1433,14.8
NC,37189,Watauga County,3304,8.2
NC,37191,Wayne County,11566,12.8
NC,37193,Wilkes County,5836,11.1
NC,37195,Wilson County,8169,13.6
NC,37197,Yadkin County,2989,10.4
NC,37199,Yancey County,1629,11.8
ND,38001,Adams County,201,11
ND,38003,Barnes County,793,9.4
ND,38005,Benson County,496,11.6
ND,38007,Billings County,64,8.8
ND,38009,Bottineau County,484,9.6
ND,38011,Bowman County,245,10.2
ND,38013,Burke County,157,9.5
ND,38015,Burleigh County,5128,8
ND,38017,Cass County,8533,7.3
ND,38019,Cavalier County,344,11.2
ND,38021,Dickey County,442,11.4
ND,38023,Divide County,178,10
ND,38025,Dunn County,317,10.6
ND,38027,Eddy County,203,11.1
ND,38029,Emmons County,310,11.6
ND,38031,Foster County,287,11.1
ND,38033,Golden Valley County,123,9.2
ND,38035,Grand Forks County,3343,6.6
ND,38037,Grant County,210,11.3
ND,38039,Griggs County,219,11.6
ND,38041,Hettinger County,193,9.8
ND,38043,Kidder County,171,9.2
ND,38045,LaMoure County,371,11.6
ND,38047,Logan County,170,11.4
ND,38049,McHenry County,378,8.6
ND,38051,McIntosh County,230,10.5
ND,38053,McKenzie County,515,9.2
ND,38055,McLean County,753,10.4
ND,38057,Mercer County,599,9.3
ND,38059,Morton County,1680,8.1
ND,38061,Mountrail County,709,11
ND,38063,Nelson County,276,11.2
ND,38065,Oliver County,162,11.7
ND,38067,Pembina County,692,12.4
ND,38069,Pierce County,370,10.9
ND,38071,Ramsey County,825,9.5
ND,38073,Ransom County,448,11
ND,38075,Renville County,208,10.8
ND,38077,Richland County,1068,9
ND,38079,Rolette County,1215,13.3
ND,38081,Sargent County,282,9.6
ND,38083,Sheridan County,132,12.7
ND,38085,Sioux County,347,13.4
ND,38087,Slope County,52,9
ND,38089,Stark County,1744,8.7
ND,38091,Steele County,182,11.8
ND,38093,Stutsman County,1429,8.9
ND,38095,Towner County,193,10.6
ND,38097,Traill County,603,10
ND,38099,Walsh County,889,10.6
ND,38101,Ward County,3849,8
ND,38103,Wells County,405,12
ND,38105,Williams County,1757,8.9
NE,31001,Adams County,2118,9.3
NE,31003,Antelope County,517,10.7
NE,31005,Arthur County,29,8.9
NE,31007,Banner County,70,11.7
NE,31009,Blaine County,35,9.2
NE,31011,Boone County,415,10.3
NE,31013,Box Butte County,917,11.2
NE,31015,Boyd County,186,11.7
NE,31017,Brown County,256,11.1
NE,31019,Buffalo County,2297,6.7
NE,31021,Burt County,523,10.4
NE,31023,Butler County,511,8.4
NE,31025,Cass County,1636,8.9
NE,31027,Cedar County,575,9
NE,31029,Chase County,285,9.6
NE,31031,Cherry County,356,8.2
NE,31033,Cheyenne County,592,8
NE,31035,Clay County,420,8.9
NE,31037,Colfax County,558,7.8
NE,31039,Cuming County,499,7.5
NE,31041,Custer County,832,10.4
NE,31043,Dakota County,1332,9.4
NE,31045,Dawes County,661,9.8
NE,31047,Dawson County,1552,9.3
NE,31049,Deuel County,163,10.8
NE,31051,Dixon County,372,8.7
NE,31053,Dodge County,2506,9.3
NE,31055,Douglas County,33157,8.7
NE,31057,Dundy County,163,10.9
NE,31059,Fillmore County,414,9.5
NE,31061,Franklin County,247,10.1
NE,31063,Frontier County,189,9.3
NE,31065,Furnas County,451,12.2
NE,31067,Gage County,1807,11
NE,31069,Garden County,165,10.4
NE,31071,Garfield County,154,9.9
NE,31073,Gosper County,146,9.7
NE,31075,Grant County,49,9.9
NE,31077,Greeley County,170,9.2
NE,31079,Hall County,3689,8.7
NE,31081,Hamilton County,479,7.3
NE,31083,Harlan County,256,9.7
NE,31085,Hayes County,75,10.2
NE,31087,Hitchcock County,227,10.2
NE,31089,Holt County,641,8.3
NE,31091,Hooker County,58,10.5
NE,31093,Howard County,486,10.4
NE,31095,Jefferson County,641,11.2
NE,31097,Johnson County,365,9
NE,31099,Kearney County,384,8
NE,31101,Keith County,564,8.9
NE,31103,Keya Paha County,65,10.6
NE,31105,Kimball County,285,10.1
NE,31107,Knox County,638,10.1
NE,31109,Lancaster County,15870,7.4
NE,31111,Lincoln County,2663,10.1
NE,31113,Logan County,50,8.9
NE,31115,Loup County,48,10.6
NE,31119,Madison County,2241,8.8
NE,31117,McPherson County,35,9.9
NE,31121,Merrick County,617,10.8
NE,31123,Morrill County,316,8.9
NE,31125,Nance County,335,12
NE,31127,Nemaha County,505,9.5
NE,31129,Nuckolls County,355,10.3
NE,31131,Otoe County,1323,11.3
NE,31133,Pawnee County,251,11.8
NE,31135,Perkins County,199,9.1
NE,31137,Phelps County,685,10.1
NE,31139,Pierce County,554,10.7
NE,31141,Platte County,1858,8
NE,31143,Polk County,380,9.7
NE,31145,Red Willow County,766,9.4
NE,31147,Richardson County,694,10.9
NE,31149,Rock County,125,11.6
NE,31151,Saline County,847,8.2
NE,31153,Sarpy County,9825,8.6
NE,31155,Saunders County,1233,8.2
NE,31157,Scotts Bluff County,2854,10.6
NE,31159,Seward County,957,7.9
NE,31161,Sheridan County,431,10.7
NE,31163,Sherman County,252,10.6
NE,31165,Sioux County,85,8.6
NE,31167,Stanton County,416,9.6
NE,31169,Thayer County,422,10.6
NE,31171,Thomas County,49,9.7
NE,31173,Thurston County,692,16.3
NE,31175,Valley County,361,11.3
NE,31177,Washington County,1243,8.5
NE,31179,Wayne County,457,6.7
NE,31181,Webster County,279,9.9
NE,31183,Wheeler County,59,9.9
NE,31185,York County,900,8.7
NH,33001,Belknap County,4479,9.5
NH,33003,Carroll County,3817,9.9
NH,33005,Cheshire County,5112,8.7
NH,33007,Coos County,2905,11.3
NH,33009,Grafton County,6297,9.1
NH,33011,Hillsborough County,27718,9.2
NH,33013,Merrimack County,10329,9.2
NH,33015,Rockingham County,20161,8.9
NH,33017,Strafford County,9876,10.6
NH,33019,Sullivan County,3287,9.8
NJ,34001,Atlantic County,21761,10.6
NJ,34003,Bergen County,52747,7.6
NJ,34005,Burlington County,32387,9.5
NJ,34007,Camden County,38113,10
NJ,34009,Cape May County,8747,11.4
NJ,34011,Cumberland County,13525,11.6
NJ,34013,Essex County,58341,10.2
NJ,34015,Gloucester County,23225,10.9
NJ,34017,Hudson County,37536,7.4
NJ,34019,Hunterdon County,6060,6.4
NJ,34021,Mercer County,26282,9.6
NJ,34023,Middlesex County,58321,9.5
NJ,34025,Monmouth County,41276,8.8
NJ,34027,Morris County,27963,7.6
NJ,34029,Ocean County,47249,10.9
NJ,34031,Passaic County,32922,9
NJ,34033,Salem County,5701,11.6
NJ,34035,Somerset County,20112,8.3
NJ,34037,Sussex County,9038,8.2
NJ,34039,Union County,31495,7.9
NJ,34041,Warren County,7006,8.7
NM,35001,Bernalillo County,32409,6.5
NM,35003,Catron County,312,10.2
NM,35005,Chaves County,4834,10.6
NM,35006,Cibola County,2563,13
NM,35007,Colfax County,1006,9.8
NM,35009,Curry County,2929,8.3
NM,35011,De Baca County,134,9.1
NM,35013,Doña Ana County,9967,6.7
NM,35015,Eddy County,3617,9.3
NM,35017,Grant County,2037,9.1
NM,35019,Guadalupe County,308,8.7
NM,35021,Harding County,62,10.7
NM,35023,Hidalgo County,323,9.3
NM,35025,Lea County,3528,7.9
NM,35027,Lincoln County,1297,8.1
NM,35028,Los Alamos County,944,7
NM,35029,Luna County,1732,9.8
NM,35031,McKinley County,6837,14.2
NM,35033,Mora County,384,10.6
NM,35035,Otero County,4770,10
NM,35037,Quay County,700,10.4
NM,35039,Rio Arriba County,2626,8.9
NM,35041,Roosevelt County,1336,9.6
NM,35045,San Juan County,8684,9.8
NM,35047,San Miguel County,1952,8.9
NM,35043,Sandoval County,7857,8.1
NM,35049,Santa Fe County,5611,4.9
NM,35051,Sierra County,1013,10.4
NM,35053,Socorro County,1248,9.8
NM,35055,Taos County,1871,7.3
NM,35057,Torrance County,1146,9.6
NM,35059,Union County,271,7.8
NM,35061,Valencia County,4979,9
NV,32510,Carson City,3530,8.4
NV,32001,Churchill County,1717,9.6
NV,32003,Clark County,125100,8.5
NV,32005,Douglas County,2845,7.7
NV,32007,Elko County,2746,7.8
NV,32009,Esmeralda County,68,10.8
NV,32011,Eureka County,130,8.7
NV,32013,Humboldt County,744,6.2
NV,32015,Lander County,329,7.9
NV,32017,Lincoln County,331,8.5
NV,32019,Lyon County,3615,9.5
NV,32021,Mineral County,391,10.5
NV,32023,Nye County,3786,11.2
NV,32027,Pershing County,442,8.2
NV,32029,Storey County,330,10
NV,32031,Washoe County,22356,7
NV,32033,White Pine County,634,8.3
NY,36001,Albany County,22820,9.8
NY,36003,Allegany County,3575,10.2
NY,36005,Bronx County,113337,11.4
NY,36007,Broome County,16027,10.6
NY,36009,Cattaraugus County,6150,10.5
NY,36011,Cayuga County,6097,10
NY,36013,Chautauqua County,10330,10.3
NY,36015,Chemung County,7108,10.6
NY,36017,Chenango County,4117,10.9
NY,36019,Clinton County,6167,9.8
NY,36021,Columbia County,4928,10
NY,36023,Cortland County,3256,9
NY,36025,Delaware County,3714,10.2
NY,36027,Dutchess County,20457,9.2
NY,36029,Erie County,64276,9.2
NY,36031,Essex County,3239,10.4
NY,36033,Franklin County,4199,10.5
NY,36035,Fulton County,4392,10.5
NY,36037,Genesee County,4589,10.1
NY,36039,Greene County,3652,9.5
NY,36041,Hamilton County,457,11.6
NY,36043,Herkimer County,4893,10
NY,36045,Jefferson County,8575,9.8
NY,36047,Kings County,198412,10.4
NY,36049,Lewis County,2197,11
NY,36051,Livingston County,4988,10.2
NY,36053,Madison County,5207,9.7
NY,36055,Monroe County,54680,9.8
NY,36057,Montgomery County,3569,9.6
NY,36059,Nassau County,86437,8.6
NY,36061,New York County,86062,6.4
NY,36063,Niagara County,16964,10.3
NY,36065,Oneida County,17418,9.9
NY,36067,Onondaga County,36195,10.4
NY,36069,Ontario County,6550,8
NY,36071,Orange County,27948,10.6
NY,36073,Orleans County,3466,10.7
NY,36075,Oswego County,8471,9.4
NY,36077,Otsego County,5188,11
NY,36079,Putnam County,6691,8.9
NY,36081,Queens County,191472,10.9
NY,36083,Rensselaer County,11437,9.4
NY,36085,Richmond County,34392,9.8
NY,36087,Rockland County,24283,11
NY,36091,Saratoga County,14177,8.4
NY,36093,Schenectady County,12457,10.7
NY,36095,Schoharie County,2366,9.6
NY,36097,Schuyler County,1534,10.7
NY,36099,Seneca County,2780,10.2
NY,36089,St. Lawrence County,9264,11.1
NY,36101,Steuben County,8019,10.8
NY,36103,Suffolk County,91800,8.3
NY,36105,Sullivan County,6332,10.9
NY,36107,Tioga County,3821,10.1
NY,36109,Tompkins County,6166,8
NY,36111,Ulster County,14487,10.2
NY,36113,Warren County,5228,10.2
NY,36115,Washington County,4765,9.7
NY,36117,Wayne County,6806,9.8
NY,36119,Westchester County,61590,8.7
NY,36121,Wyoming County,2687,8.2
NY,36123,Yates County,1661,9
OH,39001,Adams County,2278,11
OH,39003,Allen County,10175,13.2
OH,39005,Ashland County,4451,11.4
OH,39007,Ashtabula County,9849,13.1
OH,39009,Athens County,5192,10.8
OH,39011,Auglaize County,3666,10.9
OH,39013,Belmont County,8544,15.6
OH,39015,Brown County,4356,13.3
OH,39017,Butler County,30470,11.4
OH,39019,Carroll County,2825,13.1
OH,39021,Champaign County,3378,11.6
OH,39023,Clark County,13333,13.2
OH,39025,Clermont County,16530,11.4
OH,39027,Clinton County,3366,11
OH,39029,Columbiana County,9005,11
OH,39031,Coshocton County,3796,13.9
OH,39033,Crawford County,4219,13.1
OH,39035,Cuyahoga County,108724,11.4
OH,39037,Darke County,4838,12.6
OH,39039,Defiance County,3206,11.3
OH,39041,Delaware County,11244,9
OH,39043,Erie County,6389,11
OH,39045,Fairfield County,11073,10.4
OH,39047,Fayette County,2724,12.8
OH,39049,Franklin County,82651,9.4
OH,39051,Fulton County,3592,11.6
OH,39053,Gallia County,2983,13.1
OH,39055,Geauga County,7319,10.8
OH,39057,Greene County,13204,10.8
OH,39059,Guernsey County,4054,13.7
OH,39061,Hamilton County,66588,11.2
OH,39063,Hancock County,6326,11.3
OH,39065,Hardin County,2252,9.8
OH,39067,Harrison County,1564,13
OH,39069,Henry County,2254,10.9
OH,39071,Highland County,3538,11.2
OH,39073,Hocking County,2890,13.2
OH,39075,Holmes County,2665,9.7
OH,39077,Huron County,4772,11.2
OH,39079,Jackson County,3505,14.5
OH,39081,Jefferson County,8296,15.7
OH,39083,Knox County,4583,10.4
OH,39085,Lake County,18885,10.8
OH,39087,Lawrence County,6657,14.3
OH,39089,Licking County,13525,11
OH,39091,Logan County,4443,13.4
OH,39093,Lorain County,25572,11.5
OH,39095,Lucas County,36739,11.4
OH,39097,Madison County,3155,9.7
OH,39099,Mahoning County,22292,12.3
OH,39101,Marion County,6334,12.5
OH,39103,Medina County,12708,10
OH,39105,Meigs County,2839,15.9
OH,39107,Mercer County,3130,10.7
OH,39109,Miami County,8184,10.7
OH,39111,Monroe County,1646,14.6
OH,39113,Montgomery County,51460,12.8
OH,39115,Morgan County,1623,14.5
OH,39117,Morrow County,3194,12.6
OH,39119,Muskingum County,7808,12.3
OH,39121,Noble County,1659,14.4
OH,39123,Ottawa County,3666,11.4
OH,39125,Paulding County,1623,11.5
OH,39127,Perry County,3124,12
OH,39129,Pickaway County,4655,11.1
OH,39131,Pike County,2934,14
OH,39133,Portage County,11240,9.2
OH,39135,Preble County,3465,11.2
OH,39137,Putnam County,2577,10.5
OH,39139,Richland County,11599,12.5
OH,39141,Ross County,7677,13.1
OH,39143,Sandusky County,5354,12
OH,39145,Scioto County,7777,13.2
OH,39147,Seneca County,5425,13.2
OH,39149,Shelby County,3685,10.6
OH,39151,Stark County,35030,12.4
OH,39153,Summit County,40041,9.8
OH,39155,Trumbull County,20478,12.9
OH,39157,Tuscarawas County,7293,10.6
OH,39159,Union County,3890,10.4
OH,39161,Van Wert County,2969,14.1
OH,39163,Vinton County,1364,13.9
OH,39165,Warren County,14223,9.2
OH,39167,Washington County,6057,12.8
OH,39169,Wayne County,9377,11.3
OH,39171,Williams County,3713,13.3
OH,39173,Wood County,11016,11.6
OH,39175,Wyandot County,2068,12.4
OK,40001,Adair County,2239,14.3
OK,40003,Alfalfa County,603,13.3
OK,40005,Atoka County,1309,12.5
OK,40007,Beaver County,528,13
OK,40009,Beckham County,1558,9.2
OK,40011,Blaine County,1005,14.2
OK,40013,Bryan County,3798,11.8
OK,40015,Caddo County,2478,11.6
OK,40017,Canadian County,9855,11.3
OK,40019,Carter County,4567,13.1
OK,40021,Cherokee County,4657,13.4
OK,40023,Choctaw County,1798,16
OK,40025,Cimarron County,222,12.5
OK,40027,Cleveland County,19965,10.2
OK,40029,Coal County,551,12.8
OK,40031,Comanche County,10410,11.5
OK,40033,Cotton County,636,13.9
OK,40035,Craig County,1506,13.5
OK,40037,Creek County,6589,12.7
OK,40039,Custer County,2291,11.1
OK,40041,Delaware County,4885,15.5
OK,40043,Dewey County,478,13.7
OK,40045,Ellis County,381,12.7
OK,40047,Garfield County,4632,10.4
OK,40049,Garvin County,2692,13.5
OK,40051,Grady County,4397,11.4
OK,40053,Grant County,444,13.2
OK,40055,Greer County,609,12.6
OK,40057,Harmon County,277,13.3
OK,40059,Harper County,316,11.7
OK,40061,Haskell County,1537,16.3
OK,40063,Hughes County,1539,14.6
OK,40065,Jackson County,2261,12.1
OK,40067,Jefferson County,594,12.4
OK,40069,Johnston County,1027,12.8
OK,40071,Kay County,4136,12.5
OK,40073,Kingfisher County,1195,11.2
OK,40075,Kiowa County,1031,14.8
OK,40077,Latimer County,1145,14.2
OK,40079,Le Flore County,5444,14.9
OK,40081,Lincoln County,3282,13.2
OK,40083,Logan County,4232,13.5
OK,40085,Love County,936,13.4
OK,40093,Major County,675,12
OK,40095,Marshall County,1476,12.6
OK,40097,Mayes County,4076,13.7
OK,40087,McClain County,2810,11.1
OK,40089,McCurtain County,3134,13.2
OK,40091,McIntosh County,2290,14.4
OK,40099,Murray County,1324,13
OK,40101,Muskogee County,7134,13.9
OK,40103,Noble County,1092,12.9
OK,40105,Nowata County,1104,14
OK,40107,Okfuskee County,1118,12.3
OK,40109,Oklahoma County,55737,10.4
OK,40111,Okmulgee County,3538,12.3
OK,40113,Osage County,4914,13.8
OK,40115,Ottawa County,3133,13.5
OK,40117,Pawnee County,1660,13.7
OK,40119,Payne County,4131,7.1
OK,40121,Pittsburg County,4362,12.8
OK,40123,Pontotoc County,2837,10.3
OK,40125,Pottawatomie County,7111,13.9
OK,40127,Pushmataha County,1243,14.6
OK,40129,Roger Mills County,334,12.3
OK,40131,Rogers County,6743,10.6
OK,40133,Seminole County,2406,13.2
OK,40135,Sequoyah County,3939,13
OK,40137,Stephens County,4353,13.1
OK,40139,Texas County,1320,8.9
OK,40141,Tillman County,783,13.8
OK,40143,Tulsa County,46559,10.5
OK,40145,Wagoner County,6687,12.4
OK,40147,Washington County,5280,13.9
OK,40149,Washita County,1011,12.1
OK,40151,Woods County,734,10.9
OK,40153,Woodward County,1713,11.4
OR,41001,Baker County,1465,11.8
OR,41003,Benton County,4652,7
OR,41005,Clackamas County,26705,9.3
OR,41007,Clatsop County,3087,10.6
OR,41009,Columbia County,3806,10.3
OR,41011,Coos County,5368,10.8
OR,41013,Crook County,1855,11.5
OR,41015,Curry County,2112,11.5
OR,41017,Deschutes County,10336,8.4
OR,41019,Douglas County,10140,12.1
OR,41021,Gilliam County,171,11.1
OR,41023,Grant County,666,11.5
OR,41025,Harney County,638,11.6
OR,41027,Hood River County,1357,8.3
OR,41029,Jackson County,15490,9.8
OR,41031,Jefferson County,1538,10.1
OR,41033,Josephine County,6178,9.6
OR,41035,Klamath County,5240,10.5
OR,41037,Lake County,661,10.7
OR,41039,Lane County,23029,8.4
OR,41041,Lincoln County,5204,13.9
OR,41043,Linn County,8789,10
OR,41045,Malheur County,2057,9.3
